Parcel ID,Land Use,Property Address,Property City,Zip Code,Sale Price,Legal Reference,Finished Area,Bedrooms,Full Bath,Half Bath
076 01 0 126.00,ZERO LOT LINE,510  DEBBIE DR,HERMITAGE,37076,106000,20150604-0052384,1326.5,3.0,2.0,0.0
076 14 0 015.00,SINGLE FAMILY,1216  FIREFLY RD,HERMITAGE,37076,214900,20150520-0046582,1936.15002,4.0,2.0,0.0
086 00 0 140.00,VACANT RESIDENTIAL LAND,0  CENTRAL PIKE,HERMITAGE,37076,665000,20130206-0012157,,,,
086 02 0 021.00,SINGLE FAMILY,6018  CORTEZ CT,HERMITAGE,37076,150000,20150513-0043758,1639.0,4.0,2.0,0.0
086 03 0A 014.00,SINGLE FAMILY,124  SUMMIT RUN PL,HERMITAGE,37076,183000,20150512-0043508,,,,
086 04 0A 044.00,SINGLE FAMILY,104  OAK HOLW,HERMITAGE,37076,227000,20150601-0050667,,,,
086 04 0B 044.00,SINGLE FAMILY,4900  TULIP GROVE LN,HERMITAGE,37076,233900,20150527-0048611,,,,
086 04 0B 052.00,SINGLE FAMILY,312  OVERRIDGE CV,HERMITAGE,37076,246000,20150528-0049057,,,,
086 07 0 033.00,SINGLE FAMILY,1113  JACKSONS VIEW RD,HERMITAGE,37076,134900,20150526-0047921,1066.0,3.0,2.0,0.0
086 07 0A 019.00,SINGLE FAMILY,1225  JACKSONS VIEW RD,HERMITAGE,37076,188900,20150511-0042672,,,,
086 07 0A 032.00,SINGLE FAMILY,1020  BRET RIDGE DR,HERMITAGE,37076,155000,20150604-0052218,,,,
086 08 0 064.00,SINGLE FAMILY,2024  STROMBURY DR,HERMITAGE,37076,194900,20150518-0045527,2608.0,3.0,3.0,0.0
086 12 0A 021.00,SINGLE FAMILY,144  TULIP GROVE PT,HERMITAGE,37076,259900,20150615-0056562,,,,
086 12 0A 098.00,SINGLE FAMILY,236  WINDMILL TRL,HERMITAGE,37076,235900,20150520-0046279,,,,
086 12 0A 099.00,SINGLE FAMILY,228  WINDMILL TRL,HERMITAGE,37076,262900,20150604-0052502,,,,
086 14 0A 217.00,RESIDENTIAL CONDO,217  THISTLE LN,HERMITAGE,37076,99000,20150625-0061380,,,,
086 16 0 078.00,SINGLE FAMILY,4277  VALLEY GROVE DR,HERMITAGE,37076,112500,20150514-0044343,1062.0,3.0,2.0,0.0
087 00 0 141.00,VACANT RESIDENTIAL LAND,0  N NEW HOPE RD,HERMITAGE,37076,125000,20150610-0054851,,,,
087 01 0A 008.00,SINGLE FAMILY,4236  CHESNEY GLEN DR,HERMITAGE,37076,175000,20150601-0050415,,,,
087 01 0A 037.00,SINGLE FAMILY,4353  CHESNEY GLEN DR,HERMITAGE,37076,167000,20150602-0050867,,,,
087 02 0 055.00,SINGLE FAMILY,4229  NEW HOPE MEADOW RD,HERMITAGE,37076,194010,20150513-0043713,1881.0,3.0,2.0,0.0
087 02 0 083.00,VACANT RESIENTIAL LAND,0  RACCOON TRL,HERMITAGE,37076,220000,20150529-0049626,,,,
087 05 0A 134.00,SINGLE FAMILY,4060  FARMINGHAM WOODS DR,HERMITAGE,37076,175000,20150603-0051907,,,,
087 13 0 005.00,DUPLEX,4445  GINA BROOKE DR,HERMITAGE,37076,71000,20150601-0050659,1519.0,4.0,2.0,0.0
097 02 0A 094.00,SINGLE FAMILY,1600  STONEWATER DR,HERMITAGE,37076,236500,20150609-0053908,,,,
097 02 0A 214.00,RESIDENTIAL CONDO,3828  HOGGETT FORD RD,HERMITAGE,37076,166000,20150601-0050552,,,,
097 02 0A 303.00,RESIDENTIAL CONDO,1321  RIVERBROOK DR,HERMITAGE,37076,175000,20150505-0041104,,,,
097 02 0A 310.00,RESIDENTIAL CONDO,1305  RIVERBROOK DR,HERMITAGE,37076,175000,20150505-0040769,,,,
097 02 0A 391.00,SINGLE FAMILY,2053  HICKORY BROOK DR,HERMITAGE,37076,239900,20150518-0045343,,,,
097 02 0A 414.00,RESIDENTIAL CONDO,2118  RIVER OVERLOOK DR,HERMITAGE,37076,172752,20150603-0051772,,,,
097 02 0A 415.00,RESIDENTIAL CONDO,2120  RIVER OVERLOOK DR,HERMITAGE,37076,177690,20150603-0051764,,,,
097 02 0A 416.00,RESIDENTIAL CONDO,2122  RIVER OVERLOOK DR,HERMITAGE,37076,158628,20150602-0050772,,,,
097 16 0A 101.00,SINGLE FAMILY,5116  BAY OVERLOOK DR,HERMITAGE,37076,285000,20150507-0041842,,,,
098 05 0 045.00,SINGLE FAMILY,5913  NEW HOPE CT,HERMITAGE,37076,167300,20150513-0043871,1942.38,4.0,2.0,0.0
098 05 0A 007.00,SINGLE FAMILY,6124  HAMPTON HALL WAY,HERMITAGE,37076,206000,20150508-0042529,,,,
098 05 0A 007.00,SINGLE FAMILY,6124  HAMPTON HALL WAY,HERMITAGE,37076,206000,20150508-0042469,,,,
098 06 0A 112.00,SINGLE FAMILY,2041  HAWKS NEST CT,HERMITAGE,37076,318500,20150518-0045266,,,,
098 06 0A 222.00,SINGLE FAMILY,1704  ROBINDALE CT,HERMITAGE,37076,265000,20150506-0041484,,,,
098 09 0A 076.00,SINGLE FAMILY,5409  MAINSAIL LN,HERMITAGE,37076,245000,20150604-0052457,,,,
098 13 0C 066.00,SINGLE FAMILY,5875  SEVEN POINTS TRCE,HERMITAGE,37076,366700,20150602-0050995,,,,
098 13 0C 076.00,SINGLE FAMILY,1104  SEVEN POINTS PASS,HERMITAGE,37076,259900,20150526-0048297,,,,
098 13 0C 211.00,SINGLE FAMILY,3800  LEONA PASS,HERMITAGE,37076,382000,20150615-0056681,,,,
098 13 0D 012.00,SINGLE FAMILY,5048  MEGAN DR,HERMITAGE,37076,242000,20150602-0050916,,,,
109 08 0A 007.00,SINGLE FAMILY,3032  COOKS LANDING CT,HERMITAGE,37076,399794,20150602-0051093,,,,
109 08 0A 016.00,SINGLE FAMILY,3056  COOKS LANDING CT,HERMITAGE,37076,334795,20150527-0048768,,,,
109 08 0A 039.00,SINGLE FAMILY,3013  COOKS LANDING CT,HERMITAGE,37076,328000,20150609-0053809,,,,
109 08 0A 042.00,SINGLE FAMILY,3001  COOKS LANDING CT,HERMITAGE,37076,325603,20150602-0051087,,,,
124 00 0 050.00,SINGLE FAMILY,2382  GRANNY WRIGHT LN,HERMITAGE,37076,210000,20150513-0043873,1800.0,3.0,1.0,1.0
137 04 0B 043.00,VACANT RESIDENTIAL LAND,2305  ARBOR POINTE WAY,HERMITAGE,37076,55000,20150526-0048160,,,,
064 16 0D 006.00,SINGLE FAMILY,1701  STONE HOLLOW CT,HERMITAGE,37076,183500,20150713-0067807,,,,
064 16 0D 068.00,SINGLE FAMILY,1877  BROOKMEADOW LN,HERMITAGE,37076,169900,20150605-0052909,,,,
074 08 0 189.00,SINGLE FAMILY,395  BONNAVALE DR,HERMITAGE,37076,165000,20150630-0062949,1796.0,3.0,2.0,0.0
075 01 0 059.00,SINGLE FAMILY,817  HERITAGE TRL,HERMITAGE,37076,128000,20150722-0071755,1115.0,3.0,1.0,1.0
075 03 0 038.00,SINGLE FAMILY,4455  ANDREW JACKSON PKWY,HERMITAGE,37076,170000,20150723-0072238,1650.0,3.0,2.0,0.0
075 05 0 092.00,SINGLE FAMILY,220  BONNAVUE DR,HERMITAGE,37076,165000,20150617-0057598,2610.25,4.0,2.0,0.0
075 05 0 095.00,SINGLE FAMILY,214  BONNAVUE DR,HERMITAGE,37076,160000,20150603-0051922,1650.0,3.0,1.0,1.0
075 07 0 138.00,SINGLE FAMILY,509  DUTCHMANS DR,HERMITAGE,37076,160000,20150720-0070578,2086.0,4.0,1.0,1.0
075 07 0 200.00,ZERO LOT LINE,709  RACHELS TRL,HERMITAGE,37076,100000,20150626-0061682,1328.0,3.0,2.0,1.0
075 07 0 285.00,DUPLEX,309  RACHELS CT E,HERMITAGE,37076,133000,20150701-0063514,2022.0,4.0,2.0,0.0
075 08 0 163.00,SINGLE FAMILY,676  FRANKFORT DR,HERMITAGE,37076,112000,20150701-0063725,1143.0,3.0,2.0,0.0
075 08 0A 026.00,RESIDENTIAL CONDO,130  BROOKE CASTLE DR,HERMITAGE,37076,66500,20150610-0054883,,,,
075 08 0A 091.00,RESIDENTIAL CONDO,191  BROOKE CASTLE DR,HERMITAGE,37076,75000,20150617-0057870,,,,
075 09 0 129.00,SINGLE FAMILY,246  BONNALYNN DR,HERMITAGE,37076,138000,20150626-0061857,1361.0,3.0,1.0,0.0
075 10 0 095.00,SINGLE FAMILY,8312  LUREE LN,HERMITAGE,37076,127000,20150608-0053283,1408.0,3.0,1.0,0.0
075 11 0 135.00,ZERO LOT LINE,822  RACHELS VW,HERMITAGE,37076,93500,20150716-0069518,1523.0,3.0,2.0,0.0
075 11 0 190.00,ZERO LOT LINE,817  BRADLEY PL,HERMITAGE,37076,81000,20150629-0062525,924.0,3.0,2.0,0.0
075 11 0 241.00,ZERO LOT LINE,800  RACHELS VW,HERMITAGE,37076,82000,20150706-0065420,1032.0,2.0,2.0,0.0
075 11 0A 044.00,SINGLE FAMILY,1249  ANDREW DONELSON DR,HERMITAGE,37076,220000,20150617-0057656,,,,
075 11 0A 054.00,SINGLE FAMILY,1224  ANDREW DONELSON DR,HERMITAGE,37076,240600,20150617-0057637,,,,
075 11 0A 058.00,SINGLE FAMILY,1617  PAKENHAMS RETREAT,HERMITAGE,37076,234000,20150701-0063732,,,,
075 12 0 012.00,DUPLEX,621  BELGIUM DR,HERMITAGE,37076,147885,20150625-0061288,1980.0,4.0,4.0,0.0
075 12 0 049.00,SINGLE FAMILY,1112  RICHARD LEE CIR,HERMITAGE,37076,147900,20150713-0067773,1274.0,3.0,2.0,0.0
075 12 0A 093.00,SINGLE FAMILY,5132  GREER STATION DR,HERMITAGE,37076,135000,20150626-0061736,,,,
075 12 0B 098.00,SINGLE FAMILY,417  JAMESWOOD CT,HERMITAGE,37076,202900,20150630-0062919,,,,
075 12 0C 051.00,RESIDENTIAL CONDO,749  TULIP GROVE RD,HERMITAGE,37076,145400,20150618-0058245,,,,
075 13 0 129.00,SINGLE FAMILY,320  JACKSONIAN DR,HERMITAGE,37076,92500,20150706-0064793,1668.49997,3.0,1.0,0.0
075 13 0 174.00,SINGLE FAMILY,319  BONNARIDGE DR,HERMITAGE,37076,145000,20150625-0061122,1450.0,3.0,1.0,0.0
075 15 0A 156.00,RESIDENTIAL CONDO,156  STONERS GLEN CT,HERMITAGE,37076,237900,20150616-0057199,,,,
075 15 0A 160.00,RESIDENTIAL CONDO,160  STONERS GLEN DR,HERMITAGE,37076,236000,20150608-0053448,,,,
075 16 0A 007.00,VACANT RESIDENTIAL LAND,909  WYNTREE  S,HERMITAGE,37076,46000,20150624-0060442,,,,
075 16 0A 009.00,SINGLE FAMILY,901  WYNTREE  S,HERMITAGE,37076,305000,20150609-0053863,,,,
085 04 0 029.00,SINGLE FAMILY,2004  HICKORY HILL LN,HERMITAGE,37076,222000,20150701-0063583,3103.875,5.0,2.0,0.0
085 04 0A 204.00,SINGLE FAMILY,4820  MEDALIST CIR,HERMITAGE,37076,342460,20150702-0064198,,,,
085 04 0A 205.00,SINGLE FAMILY,4824  MEDALIST CIR,HERMITAGE,37076,369810,20150702-0064216,,,,
085 04 0A 207.00,SINGLE FAMILY,4832  MEDALIST CIR,HERMITAGE,37076,339547,20150625-0061134,,,,
085 04 0A 211.00,SINGLE FAMILY,5005  MOUNTAINBROOK CIR,HERMITAGE,37076,302327,20150630-0063033,,,,
085 04 0A 212.00,SINGLE FAMILY,4833  MEDALIST CIR,HERMITAGE,37076,365860,20150702-0064171,,,,
085 04 0A 213.00,SINGLE FAMILY,4829  MEDALIST CIR,HERMITAGE,37076,298572,20150702-0064186,,,,
085 04 0A 215.00,SINGLE FAMILY,4821  MEDALIST CIR,HERMITAGE,37076,300521,20150625-0061152,,,,
085 04 0A 216.00,SINGLE FAMILY,4817  MEDALIST CIR,HERMITAGE,37076,293735,20150625-0061115,,,,
085 04 0A 217.00,SINGLE FAMILY,4813  MEDALIST CIR,HERMITAGE,37076,327445,20150625-0061167,,,,
085 04 0A 218.00,SINGLE FAMILY,4809  MEDALIST CIR,HERMITAGE,37076,299945,20150702-0064168,,,,
085 04 0A 219.00,SINGLE FAMILY,4805  MEDALIST CIR,HERMITAGE,37076,279246,20150625-0061129,,,,
086 06 0A 528.00,RESIDENTIAL CONDO,528  CHANDLER PL,HERMITAGE,37076,99900,20150625-0061229,,,,
086 07 0 069.00,SINGLE FAMILY,1005  JACKSONS VALLEY RD,HERMITAGE,37076,104894,20150702-0064134,1222.0,3.0,2.0,0.0
086 07 0 194.00,SINGLE FAMILY,1401  WOODCHIMES CT,HERMITAGE,37076,145500,20150610-0054887,1173.0,3.0,2.0,0.0
086 10 0B 105.00,RESIDENTIAL CONDO,105  NOLE COVE CR,HERMITAGE,37076,152000,20150616-0057303,,,,
086 10 0B 138.00,RESIDENTIAL CONDO,138  NOEL COVE CIR,HERMITAGE,37076,160000,20150610-0054671,,,,
086 11 0A 070.00,RESIDENTIAL CONDO,407  RAINTREE PL,HERMITAGE,37076,52500,20150624-0060374,,,,
086 12 0A 042.00,SINGLE FAMILY,173  TULIP GROVE PT,HERMITAGE,37076,249900,20150611-0055243,,,,
086 14 0A 118.00,RESIDENTIAL CONDO,118  THISTLE LN,HERMITAGE,37076,110000,20150609-0054026,,,,
086 14 0B 172.00,SINGLE FAMILY,2736  FLEET DR,HERMITAGE,37076,175000,20150707-0065721,,,,
087 01 0 005.00,SINGLE FAMILY,4116  NEW HOPE MEADOW RD,HERMITAGE,37076,272900,20150701-0063720,3762.0,5.0,3.0,0.0
087 01 0A 108.00,SINGLE FAMILY,3205  GLENTREE DR,HERMITAGE,37076,179900,20150625-0061175,,,,
087 01 0B 008.00,SINGLE FAMILY,2137  CHRISTINA CT,HERMITAGE,37076,250000,20150617-0057515,,,,
087 02 0 019.00,SINGLE FAMILY,1420  WHITETAIL CT,HERMITAGE,37076,227000,20150630-0062966,3140.0,4.0,3.0,0.0
087 02 0 022.00,SINGLE FAMILY,1417  WHITETAIL CT,HERMITAGE,37076,221000,20150609-0054381,1663.0,3.0,2.0,0.0
087 05 0A 150.00,SINGLE FAMILY,4039  FARMINGHAM WOODS DR,HERMITAGE,37076,145500,20150629-0062169,,,,
087 09 0 001.00,SINGLE FAMILY,4309  VALLEY GROVE DR,HERMITAGE,37076,139900,20150701-0063371,2322.0,3.0,2.0,0.0
097 02 0A 016.00,RESIDENTIAL CONDO,1070  RIVERWOOD VILLAGE BLVD,HERMITAGE,37076,217900,20150615-0056554,,,,
097 02 0A 131.00,SINGLE FAMILY,1623  STONEWATER DR,HERMITAGE,37076,214900,20150618-0058441,,,,
097 02 0A 132.00,SINGLE FAMILY,1619  STONEWATER DR,HERMITAGE,37076,204900,20150610-0054697,,,,
097 02 0A 236.00,RESIDENTIAL CONDO,3930  HOGGETT FORD RD,HERMITAGE,37076,168000,20150619-0058955,,,,
097 02 0A 237.00,RESIDENTIAL CONDO,3932  HOGGETT FORD RD,HERMITAGE,37076,174500,20150702-0064253,,,,
097 02 0A 341.00,SINGLE FAMILY,2516  RIVER TRAIL DR,HERMITAGE,37076,205000,20150623-0060050,,,,
097 02 0A 413.00,RESIDENTIAL CONDO,2116  RIVER OVERLOOK DR,HERMITAGE,37076,187342,20150623-0060149,,,,
097 02 0A 417.00,RESIDENTIAL CONDO,2124  RIVER OVERLOOK DR,HERMITAGE,37076,179000,20150617-0057857,,,,
097 02 0A 440.00,RESIDENTIAL CONDO,2556  RIVER TRAIL DR,HERMITAGE,37076,179677,20150706-0065176,,,,
097 02 0A 441.00,RESIDENTIAL CONDO,2558  RIVER TRAIL DR,HERMITAGE,37076,160057,20150706-0065150,,,,
097 02 0A 443.00,RESIDENTIAL CONDO,2562  RIVER TRAIL DR,HERMITAGE,37076,181482,20150706-0065160,,,,
097 02 0A 444.00,RESIDENTIAL CONDO,2564  RIVER TRAIL DR,HERMITAGE,37076,165302,20150702-0064210,,,,
097 16 0A 063.00,SINGLE FAMILY,5149  BAY OVERLOOK DR,HERMITAGE,37076,225000,20150630-0062886,,,,
097 16 0A 111.00,SINGLE FAMILY,4817  PENINSULA POINTE DR,HERMITAGE,37076,262900,20150630-0063325,,,,
098 00 0 089.00,SINGLE FAMILY,3117  EARHART RD,HERMITAGE,37076,160000,20150709-0066962,1618.0,3.0,2.0,0.0
098 01 0 047.00,SINGLE FAMILY,5104  ROXBOROUGH DR,HERMITAGE,37076,130500,20150708-0066164,1842.0,4.0,2.0,0.0
098 05 0 010.00,SINGLE FAMILY,6033  PORT JAMAICA DR,HERMITAGE,37076,260000,20150625-0061164,2524.80005,4.0,2.0,0.0
098 05 0A 003.00,SINGLE FAMILY,6108  HAMPTON HALL WAY,HERMITAGE,37076,202500,20150702-0064121,,,,
098 05 0A 035.00,SINGLE FAMILY,6145  HAMPTON HALL WAY,HERMITAGE,37076,208200,20150626-0061685,,,,
098 05 0A 106.00,SINGLE FAMILY,5701  CHESTNUTWOOD TRL,HERMITAGE,37076,215000,20150702-0064467,,,,
098 05 0A 141.00,SINGLE FAMILY,4009  HALLBOROUGH WAY,HERMITAGE,37076,200500,20150624-0060629,,,,
098 05 0B 013.00,SINGLE FAMILY,6305  SPERA POINTE XING,HERMITAGE,37076,235000,20150702-0064048,,,,
098 06 0A 030.00,SINGLE FAMILY,1404  BRIDGECROSS PKWY,HERMITAGE,37076,222000,20150618-0057993,,,,
098 06 0A 101.00,SINGLE FAMILY,5263  NEW JOHN HAGAR RD,HERMITAGE,37076,296000,20150702-0064336,,,,
098 06 0A 107.00,SINGLE FAMILY,5244  NEW JOHN HAGAR RD,HERMITAGE,37076,264000,20150610-0054730,,,,
098 06 0A 116.00,SINGLE FAMILY,3178  EARHART RD,HERMITAGE,37076,453915,20150702-0064311,,,,
098 06 0B 095.00,RESIDENTIAL CONDO,1006  LARKWOOD DR,HERMITAGE,37076,286500,20150629-0062500,,,,
098 13 0A 070.00,SINGLE FAMILY,4720  CAPE HOPE PASS,HERMITAGE,37076,253000,20150716-0069397,,,,
098 13 0C 022.00,SINGLE FAMILY,5863  SEVEN POINTS TRCE,HERMITAGE,37076,222000,20150630-0063257,,,,
098 13 0C 093.00,SINGLE FAMILY,1705  SARAHS TRL,HERMITAGE,37076,377500,20150708-0066165,,,,
098 13 0C 168.00,SINGLE FAMILY,2209  SEVEN POINTS CIR,HERMITAGE,37076,385000,20150706-0064868,,,,
109 08 0A 017.00,SINGLE FAMILY,3060  COOKS LANDING CT,HERMITAGE,37076,299900,20150624-0060645,,,,
109 08 0A 035.00,SINGLE FAMILY,3109  COOKS CT,HERMITAGE,37076,319908,20150618-0058002,,,,
124 00 0 015.00,VACANT RESIDENTIAL LAND,0  GRANNY WRIGHT LN,HERMITAGE,37076,22500,20150612-0056008,,,,
124 00 0 136.00,SINGLE FAMILY,3207  PUGH RD,HERMITAGE,37076,529900,20150611-0055538,4242.0,3.0,3.0,1.0
137 00 0 067.00,SINGLE FAMILY,3519  COUCHVILLE PIKE,HERMITAGE,37076,1200000,20150630-0062638,5892.62,5.0,5.0,2.0
137 04 0B 012.00,VACANT RESIDENTIAL LAND,2604  SAILVIEW WAY,HERMITAGE,37076,55000,20150713-0067698,,,,
064 11 0A 044.00,SINGLE FAMILY,707  N CHESTNUT CT,HERMITAGE,37076,180000,20150806-0078410,,,,
064 11 0A 072.00,SINGLE FAMILY,306  S CAMERON CT,HERMITAGE,37076,186500,20150804-0077048,,,,
064 12 0A 148.00,RESIDENTIAL CONDO,148  SADDLE TREE DR,HERMITAGE,37076,122500,20150714-0068387,,,,
064 12 0A 212.00,RESIDENTIAL CONDO,212  HARPERS MILL RD,HERMITAGE,37076,105000,20150730-0075027,,,,
064 12 0A 308.00,RESIDENTIAL CONDO,308  THUNDER PL,HERMITAGE,37076,141500,20150713-0067436,,,,
064 16 0D 015.00,SINGLE FAMILY,1737  STONE HOLLOW CT,HERMITAGE,37076,173000,20150713-0067798,,,,
064 16 0D 233.00,SINGLE FAMILY,3009  REMINGTON PARK LN,HERMITAGE,37076,191500,20150713-0068128,,,,
074 08 0 062.00,SINGLE FAMILY,7042  BONNAVENT DR,HERMITAGE,37076,161000,20150803-0076589,2101.12,3.0,2.0,0.0
074 12 0 004.00,SINGLE FAMILY,174  JACKSONIAN DR,HERMITAGE,37076,155000,20150722-0071836,1658.0,3.0,1.0,0.0
074 12 0 105.00,SINGLE FAMILY,5002  BONNAVISTA DR,HERMITAGE,37076,140000,20150728-0074113,1441.0,3.0,1.0,1.0
074 12 0 159.00,SINGLE FAMILY,5005  BONNAVISTA DR,HERMITAGE,37076,109000,20150709-0066684,2200.0,4.0,2.0,0.0
074 16 0 043.00,SINGLE FAMILY,244  BONNABROOK DR,HERMITAGE,37076,72000,20150715-0068812,1463.0,4.0,1.0,0.0
075 03 0 001.00,SINGLE FAMILY,4433  JUNEAU DR,HERMITAGE,37076,155500,20150810-0079426,1675.0,4.0,2.0,0.0
075 03 0 059.00,SINGLE FAMILY,517  ALBANY DR,HERMITAGE,37076,212000,20150708-0066066,2583.0,3.0,1.0,1.0
075 04 0 233.00,SINGLE FAMILY,4804  CONCORD DR,HERMITAGE,37076,154500,20150729-0074440,1184.0,3.0,1.0,0.0
075 07 0 121.00,SINGLE FAMILY,613  DUTCHMANS DR,HERMITAGE,37076,210000,20150706-0065002,2386.0,4.0,3.0,0.0
075 09 0 074.00,SINGLE FAMILY,248  BONNACROFT DR,HERMITAGE,37076,158000,20150731-0076010,1397.0,3.0,2.0,0.0
075 09 0 096.00,SINGLE FAMILY,214  BONNALYNN DR,HERMITAGE,37076,168000,20150821-0084567,1925.25,4.0,1.0,1.0
075 09 0 227.00,SINGLE FAMILY,284  BONNASPRING DR,HERMITAGE,37076,115500,20150803-0076586,1957.5,3.0,1.0,1.0
075 11 0 062.00,SINGLE FAMILY,504  BELGIUM DR,HERMITAGE,37076,150000,20150805-0077683,1750.0,3.0,2.0,0.0
075 11 0A 086.00,SINGLE FAMILY,1445  STONER RDG,HERMITAGE,37076,265000,20150721-0071217,,,,
075 12 0 043.00,SINGLE FAMILY,1113  RICHARD LEE CIR,HERMITAGE,37076,159900,20150722-0071806,1105.0,3.0,2.0,0.0
075 12 0A 015.00,SINGLE FAMILY,204  SCOTTS CREEK TRL,HERMITAGE,37076,118900,20150715-0069097,,,,
075 12 0B 023.00,SINGLE FAMILY,909  WAYNEWOOD LN,HERMITAGE,37076,221000,20150804-0076886,,,,
075 12 0F 002.00,RESIDENTIAL CONDO,735  TULIP GROVE RD,HERMITAGE,37076,159900,20150803-0076366,,,,
075 12 0F 016.00,RESIDENTIAL CONDO,735  TULIP GROVE RD,HERMITAGE,37076,163000,20150806-0078344,,,,
075 12 0F 034.00,RESIDENTIAL CONDO,735  TULIP GROVE RD,HERMITAGE,37076,144500,20150727-0073347,,,,
075 12 0F 057.00,RESIDENTIAL CONDO,735  TULIP GROVE RD,HERMITAGE,37076,142000,20150805-0077675,,,,
075 15 0 015.00,ZERO LOT LINE,826  NETHERLANDS DR,HERMITAGE,37076,109000,20150728-0074126,1134.0,3.0,2.0,0.0
075 15 0 034.00,ZERO LOT LINE,839  NETHERLANDS DR,HERMITAGE,37076,80000,20150731-0075455,1134.0,3.0,2.0,0.0
075 15 0 037.00,ZERO LOT LINE,816  NETHERLANDS DR,HERMITAGE,37076,95000,20150728-0074122,1120.0,3.0,1.0,1.0
075 15 0 039.00,ZERO LOT LINE,824  NETHERLANDS DR,HERMITAGE,37076,109000,20150728-0074126,1134.0,3.0,2.0,0.0
075 15 0A 158.00,RESIDENTIAL CONDO,158  STONERS GLEN CT,HERMITAGE,37076,219000,20150805-0077979,,,,
075 15 0A 232.00,RESIDENTIAL CONDO,232  STONERS GLEN CT,HERMITAGE,37076,248000,20150717-0070083,,,,
076 01 0 083.00,VACANT RESIDENTIAL LAND,0  LEBANON PIKE,HERMITAGE,37076,1450000,20150731-0076022,,,,
076 01 0 118.00,ZERO LOT LINE,505  DEBBIE DR,HERMITAGE,37076,104000,20150717-0069970,1080.0,3.0,2.0,0.0
076 05 0 140.00,SINGLE FAMILY,825  STONER MILL LN,HERMITAGE,37076,134000,20150714-0068445,1080.0,3.0,2.0,0.0
076 05 0 145.00,SINGLE FAMILY,845  STONER MILL LN,HERMITAGE,37076,151000,20150803-0076279,1206.0,3.0,2.0,0.0
076 13 0 003.00,SINGLE FAMILY,4549  RACCOON TRL,HERMITAGE,37076,209900,20150727-0073350,2172.0,4.0,3.0,0.0
085 04 0 019.00,SINGLE FAMILY,2007  HICKORY HILL LN,HERMITAGE,37076,220000,20150727-0073563,1689.0,3.0,2.0,0.0
085 04 0A 070.00,SINGLE FAMILY,4501  RIVERSONG DR,HERMITAGE,37076,374000,20150709-0066911,,,,
085 04 0A 214.00,SINGLE FAMILY,4825  MEDALIST CIR,HERMITAGE,37076,329340,20150722-0071673,,,,
086 02 0 057.00,SINGLE FAMILY,6014  LOPEZ LN,HERMITAGE,37076,153000,20150806-0078363,1790.0,3.0,1.0,1.0
086 03 0 045.00,SINGLE FAMILY,1705  RIDGEMERE CT,HERMITAGE,37076,160000,20150721-0071251,1308.0,3.0,2.0,0.0
086 04 0B 041.00,SINGLE FAMILY,4909  TULIP GROVE LN,HERMITAGE,37076,237900,20150709-0066780,,,,
086 04 0B 075.00,SINGLE FAMILY,804  WITHERS PL,HERMITAGE,37076,240000,20150717-0069805,,,,
086 08 0 105.00,SINGLE FAMILY,1921  WELSENBORO CIR,HERMITAGE,37076,155000,20150723-0072257,1526.0,3.0,2.0,0.0
086 09 0 045.00,SINGLE FAMILY,3221  DOCKSIDE DR,HERMITAGE,37076,141000,20150805-0078091,1091.0,3.0,2.0,0.0
086 10 0A 005.00,SINGLE FAMILY,117  LAKESIDE CT,HERMITAGE,37076,240000,20150803-0076259,,,,
086 10 0B 124.00,RESIDENTIAL CONDO,124  NOEL COVE CIR,HERMITAGE,37076,161500,20150710-0067221,,,,
086 11 0A 078.00,RESIDENTIAL CONDO,218  RAINTREE DR,HERMITAGE,37076,77000,20150803-0076283,,,,
086 12 0 001.00,SINGLE FAMILY,501  ROCKWOOD DR,HERMITAGE,37076,119000,20150709-0066809,1027.0,3.0,1.0,0.0
086 12 0A 030.00,SINGLE FAMILY,104  TULIP GROVE PT,HERMITAGE,37076,215000,20150724-0072794,,,,
086 12 0A 066.00,VACANT RESIDENTIAL LAND,820  BLOOMDALE TRCE,HERMITAGE,37076,65000,20150731-0075843,,,,
086 14 0 020.00,SINGLE FAMILY,3701  SEVILLE DR,HERMITAGE,37076,193500,20150731-0075473,1464.0,3.0,2.0,0.0
086 14 0A 230.00,RESIDENTIAL CONDO,230  THISTLE LN,HERMITAGE,37076,100500,20150804-0076795,,,,
086 14 0B 011.00,SINGLE FAMILY,2820  CHAPELWOOD DR,HERMITAGE,37076,187000,20150804-0076888,,,,
086 14 0B 158.00,SINGLE FAMILY,3504  GREENWOOD DR,HERMITAGE,37076,185800,20150803-0076246,,,,
086 16 0 013.00,DUPLEX,1322  TULIP GROVE RD,HERMITAGE,37076,120000,20150708-0066096,1537.0,4.0,2.0,0.0
087 00 0 074.00,VACANT RESIDENTIAL LAND,4329  CENTRAL PIKE,HERMITAGE,37076,105000,20150810-0079784,,,,
087 01 0A 007.00,SINGLE FAMILY,4232  CHESNEY GLEN DR,HERMITAGE,37076,159900,20150724-0073036,,,,
087 01 0A 129.00,SINGLE FAMILY,3561  GLENFALLS DR,HERMITAGE,37076,166500,20150806-0078535,,,,
097 02 0A 018.00,RESIDENTIAL CONDO,1074  RIVERWOOD VILLAGE BLVD,HERMITAGE,37076,235400,20150715-0068859,,,,
